ID;Name;Year Published;Min Players;Max Players;Play Time;Min Age;Users Rated;Rating Average;BGG Rank;Complexity Average;Owned Users;Mechanics;Domains
15427;The Worst-Case Scenario Survival Card Game: Travel Edition;2002;2;8;30;8;41;3,62;19643;1;115;;
5116;Kreskin's ESP;1967;2;10;10;10;32;3,03;19644;1;168;;
9938;Smath;1978;2;4;45;6;71;4,30;19645;2,25;295;Tile Placement;
64608;Kapitan Bomba;2009;2;2;15;18;48;3,79;19646;1,20;54;Hand Management;
9540;Advanced Dungeons & Dragons Trivia Game;1991;3;10;60;10;87;4,46;19647;2,17;177;Cooperative Game, Memory;
20281;Inkan Aarre;2005;2;6;45;8;87;4,69;19648;1,08;88;Point to Point Movement, Roll / Spin and Move;
26101;Worst Case Scenario: The Game of Surviving Life;2006;2;4;30;12;43;3,53;19649;1,33;133;;
19915;Three Men's Morris;-1400;2;2;5;5;60;4,31;19650;1,25;60;Pattern Building, Point to Point Movement;Abstract Games
54559;Bacchus;2009;3;5;30;10;99;4,85;19651;1,29;463;Card Drafting, Hand Management, Set Collection;
12532;Abuse: The Final Insult;2004;2;4;0;12;54;4,07;19652;1,30;105;Hand Management;
107971;QI the Board Game;2011;2;6;60;8;87;4,58;19653;1,33;265;Roll / Spin and Move;
9118;Operation Elope, 1918-1919;2001;2;2;240;12;34;3,39;19654;2,71;166;Hexagon Grid, Simulation;Wargames
28047;Covert Action;2007;4;14;20;10;249;5,16;19655;1,36;444;Team-Based Game, Variable Player Powers;Party Games
259968;What's That Smell?;2018;2;6;30;14;38;3,55;19656;1;102;;
8916;Jenga: Truth or Dare;2000;2;8;20;12;198;5,16;19657;1;461;;
191624;Bear Valley;2016;2;6;30;8;381;5,33;19658;2,25;970;Modular Board, Player Elimination, Push Your Luck;
191041;Carrotia;2016;1;6;30;8;92;5,01;19659;2;131;Cooperative Game, Team-Based Game, Tile Placement, Variable Player Powers;
6880;Nix;1999;0;0;10;0;38;3,47;19660;1;99;;
1333;Boom-O;2000;2;6;20;7;612;5,34;19661;1,17;1310;Hand Management, Player Elimination;Family Games
66198;U-Build Monopoly;2010;2;6;30;8;356;5,28;19662;1,83;1249;Auction/Bidding, Modular Board, Roll / Spin and Move, Set Collection, Trading;
14383;Wonders of the World;2004;2;6;30;12;70;4,38;19663;1,50;97;Dice Rolling, Point to Point Movement, Roll / Spin and Move;
21734;Krumble!;2006;3;6;30;8;98;4,76;19664;1,46;200;Dice Rolling, Tile Placement;
24258;Pounce!;2005;2;5;10;5;107;4,78;19665;1;246;Pattern Recognition, Set Collection;
19513;Labirynt Czarnoksiężnika;2005;2;4;60;8;38;3,12;19666;1;45;Dice Rolling;
193500;Statecraft: The Political Card Game;2017;2;6;60;14;182;5,29;19667;2,29;449;Hand Management, Set Collection, Take That, Variable Player Powers;
9852;Clue Jr.: The Case of the Missing Cake;2003;2;6;30;5;484;5,34;19668;1,28;1208;Roll / Spin and Move;Children's Games
122524;Monopoly Junior: Party;2011;2;4;20;5;56;4,06;19669;1;155;Roll / Spin and Move;
185;Devil Bunny Needs a Ham;1998;2;5;30;8;695;5,40;19670;1,17;1280;Roll / Spin and Move;Family Games
134777;Zombies!!! Roll Them Bones!;2013;2;6;15;13;89;4,54;19671;1,10;286;Dice Rolling, Push Your Luck;
1718;Foreign Exchange;1978;2;4;60;12;70;4,30;19672;2,78;302;Commodity Speculation;
23333;Littlest Pet Shop Game;2005;2;4;15;4;44;3,69;19673;1;74;Roll / Spin and Move, Set Collection;Children's Games
130347;Fibber;2012;3;4;60;7;84;4,53;19674;1;284;Push Your Luck;
19578;Scene It? Harry Potter;2005;2;12;60;8;274;5,26;19675;1,60;920;Roll / Spin and Move;Family Games
2115;Free Parking;1988;2;4;30;8;308;5,23;19676;1,11;818;Hand Management, Set Collection, Take That;
66213;Monopoly Revolution;2010;2;6;60;8;142;5,03;19677;1,45;398;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
184159;Elefun & Friends Mouse Trap;2013;2;3;20;4;57;4,12;19678;1;106;Roll / Spin and Move;
452;Mummy Rummy;1994;2;5;30;8;175;5,05;19679;1,20;631;Set Collection;
28100;Deluxe Dirty Minds;2005;2;6;45;18;68;4,38;19680;1,40;176;Roll / Spin and Move;
25789;Eragon;2006;2;4;30;8;50;3,83;19681;1,40;170;Roll / Spin and Move;
2120;Looney Tunes Trading Card Game;2000;2;4;20;0;39;3,45;19682;1;100;;Customizable Games
9173;Spite;1995;3;6;60;8;60;4,28;19683;1;119;;
130240;Monopoly Millionaire;2012;2;4;60;8;256;5,12;19684;1,92;765;Auction/Bidding, Roll / Spin and Move, Set Collection, Trading;
2717;Der Herr der Ringe: Die Gefährten;2001;3;4;60;10;134;4,85;19685;1,60;440;Roll / Spin and Move;Family Games
2707;Alibi;2001;2;5;45;8;113;4,84;19686;1;268;;
1001;Vendetta;1988;2;4;30;8;212;5,09;19687;1,27;444;Dice Rolling, Events, Race, Roll / Spin and Move, Static Capture, Track Movement;
22980;Jeff Foxworthy's You Might Be a Redneck if... Game;2006;2;4;30;16;46;3,79;19688;1;196;Storytelling;
15046;Monopoly: Star Wars Saga Edition;2005;2;8;120;8;362;5,36;19689;1,76;926;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;Family Games
8479;Odds'R;2002;2;12;90;12;85;4,56;19690;2;190;Betting and Bluffing, Dice Rolling, Roll / Spin and Move, Voting;
9704;Cat-opoly;0;2;6;60;8;84;4,55;19691;1,50;304;Auction/Bidding, Roll / Spin and Move, Set Collection, Trading;
1424;Book of Lists Game;1979;2;4;60;0;45;3,79;19692;1,09;148;Betting and Bluffing;
32124;My Little Pony Hide & Seek;2005;2;6;20;3;74;4,82;19693;3,32;41;Memory, Modular Board;Children's Games
66459;Mad Zeppelin;2010;2;6;60;10;320;5,22;19694;1,92;633;Card Drafting, Dice Rolling, Variable Player Powers;Thematic Games
19274;Darkness Falls on Sevinpold;2002;2;7;40;9;71;4,37;19695;1,67;150;Roll / Spin and Move, Team-Based Game;
2206;Jurassic Park Game;1993;2;8;60;7;205;5,18;19696;1,43;459;Hexagon Grid, Roll / Spin and Move;
27335;24 Countdown Game;2006;2;4;0;12;32;2,87;19697;1;133;Trick-taking;
2841;Tennis;1975;2;4;45;8;117;4,76;19698;1,08;296;Hand Management;
4902;The Price Is Right;1973;3;5;60;8;100;4,70;19699;2;294;Betting and Bluffing;
40421;Malta!;2010;2;6;30;8;149;4,93;19700;1,29;331;Hand Management, Modular Board, Player Elimination;Family Games, Party Games
2957;Trivial Pursuit: The 1980's;1989;2;6;90;16;233;5,22;19701;1,81;642;Roll / Spin and Move;
173899;The Sherlock Holmes Puzzle Case;2014;1;6;0;0;65;4,15;19702;2,33;315;;
7410;Monty Python and the Holy Grail CCG;1996;2;2;30;12;105;4,72;19703;2,25;320;Card Drafting, Singing;
7314;Mystery Date;1965;2;4;30;7;90;4,63;19704;1,20;273;Roll / Spin and Move, Set Collection;Children's Games
8327;Men At Arms;1990;2;2;120;12;100;4,66;19705;2,50;392;Dice Rolling, Movement Points, Scenario / Mission / Campaign Game, Simulation, Square Grid, Zone of Control;Wargames
1467;Abduction;1998;2;4;20;10;269;5,24;19706;1,46;429;Modular Board, Variable Player Powers;Thematic Games
225208;7th Guest: The Board Game;2018;2;6;90;12;33;3,11;19707;0;72;Roll / Spin and Move;
15599;Jumbolino;1978;2;4;15;4;56;4,05;19708;1;134;Dice Rolling, Pattern Recognition;Children's Games
1629;Air War: Modern Tactical Air Combat;1977;2;4;120;12;303;5,28;19709;4,66;819;Dice Rolling, Grid Movement, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation;Wargames
26137;Deal or No Deal: Electronic Game;2006;1;4;20;10;81;4,54;19710;1,25;255;Betting and Bluffing, Secret Unit Deployment;
1531;Ritter ohne Furcht und Tadel;1998;2;10;45;10;68;4,30;19711;1,67;183;Betting and Bluffing;
4781;Electronic Talking Battleship;1989;1;2;20;8;160;4,96;19712;1,42;332;Secret Unit Deployment;
4068;Rats!;2000;2;4;10;8;66;4,25;19713;1;252;Set Collection;Children's Games
27837;Nichtlustig;2007;2;4;30;10;288;5,20;19714;1,30;625;Dice Rolling;
30281;Geheime Welt Idhun;2007;2;6;30;10;34;2,64;19715;1;99;Card Drafting, Roll / Spin and Move;
38561;Hungry Hungry Hippos Fun on the Run Game;2007;2;2;15;5;55;3,97;19716;1;142;;
28010;Camp;2007;2;8;40;4;130;4,93;19717;1,38;421;Roll / Spin and Move;
1546;Worlds of Heroes & Tyrants;2001;2;5;60;8;30;2,80;19718;3;56;Variable Player Powers;
22209;Muumipeli;0;2;6;30;4;67;4,31;19719;1;78;Point to Point Movement, Roll / Spin and Move;
5248;The Lord of the Rings Tarot Deck and Card Game;1997;2;6;20;12;100;4,62;19720;1,40;349;Hand Management;
5956;South Africa: The Death of Colonialism;1977;2;2;120;12;134;4,95;19721;2,77;545;Dice Rolling, Hexagon Grid, Simulation;Wargames
51008;Mr. Bacon's Big Adventure;2009;2;4;30;8;44;3,59;19722;1;114;Roll / Spin and Move;
25429;Der Dativ ist dem Genitiv sein Tod;2006;2;5;25;12;73;4,33;19723;1,33;228;Voting;
278139;Escape from the Grand Hotel: The Escape Room Game;2018;4;8;90;12;45;3,36;19724;1;107;Cooperative Game;
29505;Monopoly: Banking;2005;2;6;90;8;88;4,56;19725;0;224;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
287002;Marram;2018;2;4;60;8;57;4,27;19726;0;6;Tile Placement;
10506;Blue Marble;1982;2;4;90;8;91;4,40;19727;1,38;105;Roll / Spin and Move;
13121;Kablamo;2004;2;5;15;12;299;5,19;19728;1,87;396;Memory, Simultaneous Action Selection, Variable Phase Order;Party Games, Thematic Games
1264;Der Schattendieb;2001;3;7;30;8;62;4,01;19729;1,20;207;;
103402;Cranium Brain Breaks;2010;2;6;1;8;72;4,34;19730;1;304;Acting, Line Drawing, Paper-and-Pencil, Singing, Team-Based Game;
1190;Continuo;1982;1;5;20;4;411;5,29;19731;1,41;905;Tile Placement;Abstract Games
150690;Templar Intrigue;2014;7;10;30;13;223;5,08;19732;1,38;1381;Deduction, Hidden Roles, Team-Based Game;
142303;Railways Express;2013;2;4;60;7;123;4,79;19733;1,68;313;Dice Rolling, Network and Route Building;
3389;Castle Lords;2002;3;6;45;7;86;4,48;19734;1,31;197;Hand Management;
17708;Isolate;2003;2;4;45;8;90;4,51;19735;1,75;220;;Abstract Games
4251;Globopolis;2002;2;5;180;10;64;4,16;19736;2,40;144;Roll / Spin and Move, Trading;
88691;The Game of Life: Adventures Card Game;2010;2;4;15;8;219;5,12;19737;1,11;754;Card Drafting, Storytelling;
4240;Combined Arms: Combat Operations in the 20th Century;1974;2;2;120;12;81;4,47;19738;2,64;374;Dice Rolling, Grid Movement, Hexagon Grid, Movement Points, Ratio / Combat Results Table, Scenario / Mission / Campaign Game, Simulation, Zone of Control;Wargames
170954;Stinky Pig Game;2014;2;99;10;6;57;4,12;19739;1;151;Dice Rolling;
182077;Cardline: Marvel;2015;2;8;15;7;308;5,24;19740;1;556;;
648;Vox Populi;1999;3;6;90;12;77;4,40;19741;2,11;211;Tile Placement;
127798;Express 01;2012;2;4;60;10;158;4,97;19742;2,90;392;Hand Management, Network and Route Building, Stock Holding;
53376;7;2009;2;7;120;15;146;4,99;19743;3,11;202;Hand Management, Set Collection;Thematic Games
25081;Wyprawa;2005;2;5;20;8;46;3,72;19744;1,25;36;Dice Rolling, Set Collection;
8127;Lucky Loop;2003;2;6;45;8;566;5,32;19745;1,43;1118;Dice Rolling, Hand Management, Push Your Luck;
334;Advance to Boardwalk;1985;2;4;60;8;750;5,37;19746;1,56;1790;Area Majority / Influence, Dice Rolling, Hand Management, Take That;Family Games
7927;Trivial Pursuit: Junior;1992;2;4;60;8;148;4,86;19747;1,20;380;Roll / Spin and Move;Children's Games
136609;Jenga BOOM;2012;1;4;10;6;136;4,85;19748;1;351;;
16461;POG The Game;1995;2;6;30;5;64;4,31;19749;1,14;144;Hand Management;
16232;Flying Hats;1890;2;10;10;4;104;4,68;19750;1;208;;Children's Games
30255;Five Little Monkeys Jumping on the Bed;2007;2;4;10;3;66;4,22;19751;1,38;154;Roll / Spin and Move, Set Collection;Children's Games
13703;The Game of Life: Pirates of the Caribbean;2004;2;6;45;9;170;4,99;19752;1,20;440;Roll / Spin and Move;
43171;Black Stories Junior: White Stories;2009;2;15;222;8;128;4,90;19753;1;380;Storytelling;
16428;Mr. Bucket;1991;2;4;10;4;43;3,55;19754;1;78;Simultaneous Action Selection;Children's Games
207848;The World Council;2016;3;6;45;13;67;4,13;19755;2,40;174;Hand Management, Team-Based Game, Trading, Variable Player Powers;
9091;The Newlywed Game;1967;4;8;30;18;138;4,84;19756;1,40;371;Memory, Storytelling, Team-Based Game;
5254;Solomon's Temple;2001;2;2;60;7;59;4;19757;1,25;169;Hand Management, Roll / Spin and Move, Set Collection;
53804;Cir*Kis;2009;2;4;30;8;328;5,28;19758;1,67;862;Area Majority / Influence, Pattern Building, Tile Placement;Abstract Games
2855;Stare!;1993;2;10;60;10;151;4,96;19759;1,64;415;;
4693;White Lady;1989;4;6;45;10;55;3,95;19760;1,17;171;Memory, Player Elimination, Push Your Luck, Take That;
19368;Pacardy;2005;2;6;30;8;45;3,48;19761;1;108;Dice Rolling;
124648;I Am Vlad: Prince of Wallachia;2012;2;4;120;13;86;4,72;19762;2,92;191;Card Drafting, Deck Bag and Pool Building, Dice Rolling, Point to Point Movement, Time Track;Thematic Games, Wargames
13356;Yes! No! Game;1994;2;6;30;8;63;4,06;19763;1;150;;
3645;History of the Second World War;1985;2;2;360;12;64;4,15;19764;2,50;198;Dice Rolling, Grid Movement, Hexagon Grid, Simulation;Wargames
133063;The Lord of the Rings: The Complete Trilogy - Adventure Board Game;2012;2;10;180;8;55;3,53;19765;2,20;205;Cooperative Game, Dice Rolling, Modular Board, Pick-up and Deliver, Role Playing, Variable Player Powers;
95710;Bop It!;1996;1;99;10;8;195;5,09;19766;1;384;Real-Time;
47082;Win, Lose, or Banana;2009;3;3;1;4;837;5,41;19767;1,08;1131;Roles with Asymmetric Information;Party Games
19027;Redneck Life;2003;2;6;60;13;499;5,39;19768;1,43;910;Roll / Spin and Move;Party Games
146275;Vikings: Warriors of the North;2013;3;4;60;14;303;5,30;19769;1,78;555;Dice Rolling, Grid Movement, Hand Management, Pick-up and Deliver;
1969;Point Of Law;1972;1;12;60;10;112;4,64;19770;1,57;572;Paper-and-Pencil, Scenario / Mission / Campaign Game;
1867;Curse of the Idol;1990;2;4;60;8;369;5,29;19771;1,22;767;Pick-up and Deliver, Roll / Spin and Move;Children's Games
136249;Voodoo Mania;2013;2;6;20;7;228;5,13;19772;1,33;718;Pattern Recognition;
5878;Loteria;1887;2;10;10;4;106;4,70;19773;1,21;198;Betting and Bluffing, Bingo, Modular Board;Family Games, Party Games
10043;LEGO Racers Super Speedway Game;2001;2;4;30;5;109;4,63;19774;1,20;247;Modular Board, Roll / Spin and Move;Children's Games
844;Mausoleum;2000;3;5;20;12;93;4,59;19775;1,40;166;;
4852;Armada: The War With Spain 1585-1604;1978;2;2;480;12;176;5,00;19776;3;728;Dice Rolling, Hexagon Grid, Scenario / Mission / Campaign Game, Simulation, Zone of Control;Wargames
39342;Bet Your Brain;2008;2;0;60;12;116;4,74;19777;2,30;213;Betting and Bluffing;
3908;Dr. Seuss Green Eggs and Ham Game;1996;2;4;30;4;63;4,07;19778;1,13;143;Roll / Spin and Move;Children's Games
3547;Survival of the Witless;1997;3;8;60;12;85;4,42;19779;1,73;189;Hand Management, Set Collection;Thematic Games
12616;Zingo!;2002;2;8;5;4;402;5,32;19780;1,03;993;Pattern Recognition;Children's Games
2322;Malefiz;1960;2;6;60;8;1036;5,43;19781;1,20;1900;Roll / Spin and Move;Family Games
20801;Sudoku;2005;1;10;20;7;134;4,98;19782;1,60;361;Pattern Building, Tile Placement;
35524;The Princess Bride: Storming the Castle;2008;2;4;30;8;259;5,15;19783;1,34;633;;
101988;Storm the Castle!;2013;1;4;90;8;133;4,78;19784;3,38;582;Action Points, Area Movement, Point to Point Movement, Variable Player Powers;
13416;Tim Burton's The Nightmare Before Christmas Game;2004;2;6;0;8;67;4,27;19785;1,17;209;Roll / Spin and Move;
2540;Beest;2001;3;6;45;11;53;3,79;19786;2,33;115;Team-Based Game, Tile Placement, Variable Player Powers;
271349;Kingsburg: The Dice Game;2019;2;5;40;10;89;4,63;19787;1,67;106;Dice Rolling, Push Your Luck, Worker Placement;
171090;Monopoly Junior: Disney Frozen;2014;2;3;30;5;59;4,01;19788;0;161;Roll / Spin and Move;
21702;Big Fish Lil' Fish;2005;2;6;15;6;101;4,51;19789;1;224;Simultaneous Action Selection, Trick-taking;Children's Games
1972;Game of the Year;1989;2;6;60;12;111;4,74;19790;1,17;246;;
2518;Quicksand;1989;2;4;30;8;123;4,70;19791;1,08;263;Roll / Spin and Move;
24782;The Amazing Race: DVD Board Game;2006;2;4;0;13;73;4,18;19792;1,25;176;;
4470;Xanth;1991;1;6;180;12;171;4,95;19793;1,64;492;Pick-up and Deliver, Roll / Spin and Move, Set Collection;
15111;Yahtzee: Texas Hold'em;2004;2;6;30;18;266;5,13;19794;1,54;853;Betting and Bluffing;Family Games, Party Games
1963;Risk 'n' Roll 2000;1999;2;6;20;10;90;4,58;19795;1,17;225;Betting and Bluffing, Dice Rolling, Push Your Luck;
31016;We Didn't Playtest This At All;2007;2;10;10;12;3045;5,49;19796;1,09;5707;Hand Management, Memory, Player Elimination, Rock-Paper-Scissors, Take That;Party Games
2816;Crossfire;1971;2;2;10;7;458;5,33;19797;1,13;496;;Children's Games
1855;Hedbanz for Adults!;1991;3;10;60;8;891;5,39;19798;1,09;2244;Deduction;Party Games
3676;Global Pursuit;1987;2;6;60;10;250;5,21;19799;1,84;847;Tile Placement;Family Games
1556;Tenjo;2001;2;4;360;12;197;5,00;19800;3,69;403;Dice Rolling, Hand Management, Point to Point Movement;Wargames
2394;Dominoes;1500;2;10;30;5;5894;5,47;19801;1,38;11311;Pattern Building, Pattern Recognition, Team-Based Game, Tile Placement;Abstract Games
11824;Spejle Æg;0;2;4;15;3;53;3,65;19802;1;87;Dice Rolling, Push Your Luck;
4355;Therapy;1986;3;6;90;16;679;5,33;19803;1,42;1383;Roll / Spin and Move;Party Games
752;Maul of America;1998;2;6;120;12;113;4,70;19804;1,50;177;Dice Rolling, Modular Board, Roll / Spin and Move;
3758;Triopoly;1997;2;8;240;10;227;5,20;19805;1,91;535;Modular Board, Roll / Spin and Move, Set Collection, Stock Holding, Trading;
36745;Simply Ingenious;2008;2;4;20;7;440;5,28;19806;1,17;1014;Chit-Pull System, Push Your Luck, Set Collection;Family Games
2971;Kojak Detective Game;1975;2;4;30;8;63;4,10;19807;2;204;Roll / Spin and Move;
64610;Star Wars R2-D2 is in Trouble;2009;2;4;30;5;120;4,68;19808;1;353;Roll / Spin and Move;
7826;Secrets of the Tombs;2003;3;5;30;8;177;4,91;19809;1,76;401;Pieces as Map, Tile Placement;Family Games
4925;Survivor: The Australian Outback Card Game;2000;4;8;20;18;47;3,42;19810;1,50;134;Campaign / Battle Card Driven;
15505;The Last Straw;1988;2;4;15;5;180;4,96;19811;1;435;;Children's Games
8958;kuuduk;2003;2;8;20;7;167;4,98;19812;1,37;523;Hand Management;
30393;Quao;2007;3;6;60;12;206;5,04;19813;1,10;600;Memory, Pattern Recognition;Party Games
3584;World War 3: 1976-1984;1975;2;2;360;12;171;5,02;19814;3,27;559;Hexagon Grid;Wargames
33198;Osada;2007;2;4;45;10;59;3,65;19815;1,60;65;Area Majority / Influence, Dice Rolling;
6020;Borodino: Doomed Victory;1990;2;2;240;12;78;4,28;19816;3,20;324;Dice Rolling, Hexagon Grid, Simulation;Wargames
156350;Hipster Dice;2014;3;99;60;10;78;4,19;19817;1,20;360;Dice Rolling, Storytelling;
31117;Sudoku Moyo;2007;2;2;30;0;102;4,55;19818;1,90;14;Area Majority / Influence, Pattern Building;Abstract Games
11863;Rock Paper Scissors;1968;2;2;0;5;61;3,96;19819;1;26;Rock-Paper-Scissors, Set Collection;
6532;Monopoly: Australian Edition;1996;2;8;180;8;95;4,40;19820;1,67;177;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
1308;Confusion;2000;2;5;20;10;531;5,27;19821;1,30;1310;Dice Rolling;
11753;Nim;0;2;2;0;0;64;4,01;19822;1,57;37;;Abstract Games
14535;SPANC: Space Pirate Amazon Ninja Catgirls;2005;2;4;60;14;502;5,34;19823;1,31;1100;Modular Board;Thematic Games
20824;Saint or Sinner?;2002;3;8;60;18;59;3,78;19824;2;145;Card Drafting, Dice Rolling;
4567;Ripley's Believe It or Not!;1984;2;6;45;8;81;4,34;19825;1,25;229;Point to Point Movement;
6420;Cranium Cadoo;2001;2;16;45;7;589;5,31;19826;1,20;1765;Acting, Line Drawing, Paper-and-Pencil, Storytelling, Team-Based Game;Children's Games
6614;Finans;1949;2;6;60;8;263;5,17;19827;2,20;384;Dice Rolling, Roll / Spin and Move, Stock Holding;
3007;Noteability;1990;3;6;30;12;107;4,56;19828;1,20;269;Singing;
13271;Frantic Frankfurt;2004;2;4;10;8;208;4,99;19829;1,22;363;Simultaneous Action Selection;Family Games, Strategy Games
10613;Race to the Roof;1974;2;4;20;5;124;4,74;19830;1;351;Dice Rolling, Roll / Spin and Move;
1436;Billionaire;1973;2;4;60;9;290;5,21;19831;1,39;720;Auction/Bidding;
101335;Scrabble DASH;2009;2;4;10;10;102;4,56;19832;1;258;;
19478;XIG: The Four Elements;2005;2;2;0;8;64;3,99;19833;1,40;151;Tile Placement;Customizable Games
141035;Space Sheep!;2013;1;8;20;10;269;5,12;19834;2;905;Cooperative Game;
12276;Hyborian Gates;1995;2;2;90;12;66;3,85;19835;3;160;Point to Point Movement;Customizable Games
22019;ZombieTown;2007;3;6;60;12;431;5,31;19836;2,17;825;Point to Point Movement;Thematic Games
14538;Fei Xing Qi;0;2;4;90;10;96;4,53;19837;1,08;110;Dice Rolling, Roll / Spin and Move;
27181;1,000 Places to See Before You Die;2006;2;6;0;8;35;2,75;19838;1,20;78;Network and Route Building;
2312;Ringgeister;1992;2;4;120;10;189;5,00;19839;2,15;515;Modular Board, Point to Point Movement;
19508;Igels: Das Kartenspiel;2005;3;4;60;10;224;5,04;19840;1,74;873;Hand Management, Variable Player Powers;
13447;Harry Potter and the Sorcerer's Stone The Game;2000;2;4;0;8;63;3,69;19841;2,50;237;;Abstract Games
23181;The Da Vinci Code Board Game: The Quest for the Truth;2006;2;6;120;12;247;5,13;19842;2,06;735;Memory, Roll / Spin and Move;Family Games, Thematic Games
19811;Mix-max;1972;2;6;20;5;129;4,75;19843;1;255;Card Drafting, Dice Rolling, Pattern Recognition, Set Collection;Children's Games
1428;Image;1971;2;6;30;9;176;4,96;19844;1,74;864;;
17008;Award Show;2005;2;6;45;10;75;4,18;19845;1,25;190;Hand Management, Secret Unit Deployment, Variable Phase Order, Voting;
141636;Fairytale Games: The Battle Royale;2014;1;10;30;13;75;3,87;19846;3,60;300;Campaign / Battle Card Driven, Card Drafting, Cooperative Game, Deck Bag and Pool Building, Dice Rolling, Hand Management, Player Elimination, Team-Based Game;Thematic Games
8063;Ghettopoly;2003;2;7;60;13;108;4,54;19847;1,40;263;Roll / Spin and Move;
37175;Playing Gods: The Board Game of Divine Domination;2008;2;5;90;0;66;4,04;19848;1,67;123;Area Majority / Influence, Hand Management, Roll / Spin and Move;Wargames
26205;Monopoly: Euro;2000;2;8;120;8;220;5,08;19849;1,88;444;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
143508;World War Z: The Game;2013;2;4;50;12;111;4,53;19850;1,60;380;Area Movement, Cooperative Game, Dice Rolling;
8104;Monopoly: European Edition;1991;2;12;120;8;165;4,96;19851;1,42;282;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
214899;Watch Ya' Mouth;2016;3;10;30;8;183;4,92;19852;1;590;;
135801;The Hobbit: An Unexpected Journey;2012;2;6;0;6;35;2,63;19853;1;65;Roll / Spin and Move;
27495;The Very Hungry Caterpillar Card Game;2006;2;4;10;3;59;3,71;19854;1;123;Pattern Building;Children's Games
5284;Star Trek: The Next Generation Game of the Galaxies;1993;2;6;60;8;64;3,81;19855;1,17;288;Roll / Spin and Move;
149156;Castles;2014;2;2;30;10;50;3,50;19856;2;153;;
11778;Cat & Mouse;2001;2;4;20;4;157;4,87;19857;1,07;288;Roll / Spin and Move, Set Collection;Children's Games
23959;Piranha Panic;2005;2;4;15;5;139;4,75;19858;1;248;Dice Rolling, Grid Movement, Roll / Spin and Move;
14708;Battle of the Sexes: IQ Test;2003;2;8;0;12;47;3,22;19859;1;96;;
2887;The Yeti Slalom;2001;3;5;30;8;179;4,89;19860;1,33;357;;Children's Games
175861;Meow;2015;2;9;5;8;167;4,97;19861;1;328;Player Elimination;
1749;Alien Hotshots;1998;2;4;20;8;118;4,63;19862;1,17;313;Trick-taking;
129368;Amber;2012;2;6;30;10;244;5,11;19863;1,70;312;Network and Route Building, Tile Placement;Family Games
21123;Monopoly: Disney/Pixar;2005;2;6;90;8;118;4,67;19864;1,43;395;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
19990;SuDoku: Das Brettspiel;2005;1;4;45;6;115;4,62;19865;1,26;265;;Abstract Games
133425;Quartett;0;3;0;0;3;106;4,47;19866;1;869;Set Collection;
1175;Movies and Money;1979;2;4;45;8;49;3,19;19867;1;110;;
17965;The Game of Life: Spongebob Squarepants Edition;2004;2;4;40;7;121;4,66;19868;1,59;269;Roll / Spin and Move;
8009;Where in the World is Carmen Sandiego?;1992;2;6;60;10;130;4,71;19869;1,50;542;;
160541;Paw Patrol Adventure Game;2014;2;6;20;4;61;3,81;19870;1;139;Roll / Spin and Move;
28224;Kill the Hippies;2007;2;6;20;18;132;4,77;19871;1,23;205;Acting, Hand Management, Memory, Singing;Party Games, Thematic Games
1574;Tactics II;1958;2;2;120;12;796;5,40;19872;2,05;1974;Dice Rolling, Grid Movement, Movement Points, Simulation, Square Grid;Wargames
7399;The Allowance Game;1979;2;4;30;6;63;3,98;19873;1;185;Roll / Spin and Move;Children's Games
3048;Trivial Pursuit: Millennium Edition;1999;2;6;60;15;529;5,30;19874;1,54;1153;Roll / Spin and Move;Family Games, Party Games
12642;Army of Darkness Card Game;2004;2;4;30;12;217;5,01;19875;1,33;479;Hand Management;
19614;The Pumpkin King;2005;2;4;30;8;40;2,80;19876;1;78;Roll / Spin and Move;
7462;Jumpin' Monkeys;1991;2;4;20;5;216;5,08;19877;1,08;361;;Children's Games
2929;Monopoly: The .com Edition;2000;2;8;60;8;158;4,94;19878;1,50;432;Auction/Bidding, Player Elimination, Roll / Spin and Move, Set Collection, Trading;
14191;¥€$ (YES);2004;2;6;30;8;120;4,67;19879;1,58;222;Dice Rolling;
7600;Star Trek: The Next Generation;1993;2;4;90;12;80;4,14;19880;1,67;342;Point to Point Movement, Secret Unit Deployment;
202254;The Bird Told Me to Do It;2016;2;3;45;12;198;4,93;19881;2,25;476;Hand Management, Network and Route Building, Take That, Tile Placement;
13306;Die Bar-Bolz-Bande: Das Würfelspiel;2004;2;2;10;8;62;3,84;19882;1,10;181;Dice Rolling;
36973;The Office DVD Board Game;2008;2;6;60;13;99;4,45;19883;1;267;;
28018;Trivial Pursuit: Disney Edition;2005;2;6;60;8;266;5,18;19884;1,64;757;Roll / Spin and Move;
27322;Monopoly: Chocolate;2006;2;4;60;8;35;2,50;19885;1;53;Auction/Bidding, Roll / Spin and Move, Set Collection, Trading;
